Id,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,msd_track_id
1283,37.93,6.941,4.642,3.339,2.724,2.014,2.322,2.068,1.877,1.866,1.792,1.577,1.613,-126.9,25.31,4.038,2.218,-1.423,0.2663,-0.9683,0.1417,0.1143,1.391,-0.9134,0.7989,-0.03162,TRCWSYV128F92F8918
1284,38.32,6.259,3.904,2.682,2.837,2.636,2.111,1.761,1.791,1.837,1.575,1.531,1.437,-112.8,14.12,-1.644,7.125,0.2849,0.4326,-1.048,0.777,-1.136,1.03,-0.6681,0.51,-0.1099,TREBDKT128F93591B1
1285,38.09,5.57,4.052,3.936,2.501,2.434,2.208,2.075,2.109,2.09,1.758,1.621,1.394,-120.0,18.04,0.5275,3.551,-1.819,2.613,-1.382,1.366,-1.006,0.584,-0.7057,0.6184,-1.259,TRCFNRN128F1461B10
1286,50.63,5.747,3.742,3.793,2.583,2.118,2.051,1.695,1.728,2.028,1.712,1.593,1.47,-108.2,13.64,4.536,3.828,-0.2396,-0.309,0.6942,-0.7063,0.7073,0.5709,-0.3811,0.2033,-0.02014,TRDQKEP128F931E001
1287,37.58,3.868,3.117,2.378,2.075,1.85,1.776,1.65,1.547,1.486,1.44,1.339,1.217,-80.44,6.458,-2.915,4.173,-0.3094,1.611,-0.906,2.148,0.5237,1.189,-0.9184,0.4343,-0.4888,TRYKKBQ128F9342369
1288,28.74,5.639,4.163,2.827,2.775,2.404,2.166,2.211,2.443,2.28,1.724,1.733,1.493,-111.4,17.81,-2.391,4.189,-3.843,0.4046,-2.394,1.454,-0.1921,1.488,-0.9803,0.5472,-1.187,TRVXASQ128F4235450
1289,54.15,5.426,3.682,2.845,2.327,2.488,1.943,1.759,1.867,2.111,1.918,1.627,1.381,-108.3,8.101,7.392,1.877,1.198,-0.5734,0.07509,-0.4749,-0.2268,0.5117,-0.7557,-0.03969,-0.1135,TRTNMJU128F4299B34
1290,38.86,10.2,3.208,2.168,1.95,1.708,1.558,1.553,1.551,1.539,1.515,1.307,1.206,-117.6,20.81,-1.829,4.422,-1.061,2.281,-1.049,1.549,-0.5973,1.081,-0.5016,0.6376,-0.7328,TRSTPAU12903CA6B96
1291,40.41,5.643,6.031,3.293,3.987,3.339,2.557,1.976,2.083,1.88,1.84,1.92,1.58,-149.7,23.2,-0.1534,4.078,-1.49,-1.077,-1.857,-0.5226,-1.333,-0.7863,-1.074,-0.4274,-0.7955,TRYBXZP128F934CA8B
1292,38.45,5.994,4.853,3.621,2.894,2.752,2.745,2.236,2.349,1.895,1.867,1.653,1.526,-126.3,5.333,3.732,4.381,1.515,1.114,-1.119,2.938,-0.5992,0.9037,0.5725,-0.7051,-0.09805,TRFLMZC12903CBA2D6
1293,45.21,6.586,5.206,3.421,2.622,2.897,2.576,2.055,1.892,1.906,1.672,1.635,1.51,-110.1,14.84,0.01575,1.889,0.8464,0.7839,-1.155,1.469,-0.4308,1.005,-0.8269,-0.4152,0.3436,TRMWTRJ12903D00134
1294,37.69,4.428,7.475,4.463,3.08,3.395,2.715,2.413,2.14,1.911,1.794,1.711,1.776,-152.2,33.07,-16.35,12.49,-0.6011,0.3143,0.4229,3.291,-0.7422,-0.198,-1.578,-0.06324,-1.288,TRHHJJT12903CDD818
1295,51.3,5.252,5.683,3.393,4.049,2.901,3.266,2.122,2.757,2.07,2.251,1.889,1.792,-120.0,15.6,-2.78,2.076,-0.6948,-1.726,0.5907,0.2891,-1.14,1.571,-1.165,0.957,0.1944,TRCSGZW128F14970D0
1296,31.57,4.849,4.503,2.808,2.27,2.51,2.097,2.066,2.105,2.332,1.969,1.692,1.977,-151.0,21.17,2.536,4.091,-1.922,-0.5192,0.07475,-0.1007,0.7578,1.535,-0.7509,0.1487,0.8242,TRQJRFC128F92EBAC8
1297,35.49,5.416,4.369,3.119,2.769,2.92,2.155,1.792,1.833,1.813,1.629,1.534,1.441,-124.7,20.37,-0.7996,6.362,-0.4263,1.099,-1.345,0.9853,-1.407,1.642,-1.432,0.5059,-1.121,TRWHMER128F4271D56
1298,36.04,5.321,4.735,4.616,4.024,4.481,3.421,2.532,2.673,2.959,2.832,2.148,1.979,-128.9,15.08,-3.385,2.816,1.538,-1.231,0.3403,1.26,-2.778,2.188,-2.92,1.216,-1.008,TRXVZGN128F145B6CE
1299,39.1,6.664,5.576,4.191,2.984,3.184,2.491,2.193,2.031,2.242,1.885,1.791,1.602,-126.1,17.1,3.579,1.296,0.6672,0.3195,0.231,-0.007619,-0.9293,0.3416,-1.076,-0.2041,-0.05924,TRCYDZO128F92F3A94
1300,56.18,5.797,4.082,2.785,2.123,2.245,1.974,1.656,1.609,1.748,1.597,1.63,1.27,-119.0,13.49,2.575,1.874,-0.2211,-0.7115,-1.509,-0.2713,-1.037,1.003,-0.746,0.3381,-0.06214,TRWVWSP128F930E629
1301,38.56,4.805,3.237,2.845,2.252,2.243,2.264,1.724,2.228,1.999,1.637,1.466,1.4,-123.4,18.6,0.5989,5.79,0.9729,1.504,-2.253,2.611,-1.026,1.453,-1.136,0.4766,-0.1754,TRGUYMK128F4264126
1302,43.28,5.499,3.403,2.514,2.169,2.384,2.106,1.799,1.962,1.766,1.511,1.476,1.367,-112.4,11.28,-1.58,4.121,-1.77,1.021,-0.532,0.9127,-0.3403,1.598,-0.9006,-0.2411,-0.6869,TRWRMYQ128F92FFD6B
1303,46.51,7.246,5.032,3.533,3.815,3.697,2.94,2.265,2.584,2.166,2.383,1.836,1.703,-147.7,26.8,-18.4,11.28,-10.78,1.613,-1.203,-0.9369,-1.546,-2.008,0.1326,-1.223,1.461,TRGDSUM12903CC546A
1304,60.16,3.84,3.149,2.794,2.029,1.92,1.844,1.688,1.52,1.528,1.731,1.354,1.236,-116.9,10.02,2.701,8.558,-0.545,3.273,-0.9335,2.553,-0.5448,1.54,-1.696,1.172,-0.6047,TRQEMVY128F4293168
1305,51.4,4.284,2.722,2.123,2.317,2.013,1.926,1.711,1.781,1.891,1.79,1.625,1.537,-111.6,13.67,0.769,1.377,-2.841,-0.1305,-2.401,1.933,-1.125,2.101,-1.181,1.16,-1.126,TRKBSIN128F429CD58
1306,38.94,5.288,3.529,2.749,2.631,2.121,2.042,1.951,2.068,2.057,1.65,1.659,1.472,-115.4,18.42,-2.638,5.671,-1.629,0.4579,-1.39,-0.04834,-0.8291,-1.124,-1.004,0.2794,-0.8714,TRRBBDW12903CBAE33
1307,29.98,4.365,4.801,2.979,2.478,2.298,2.127,1.925,1.94,1.887,1.652,1.631,1.35,-104.9,9.835,1.601,3.297,-0.2521,0.3451,-1.275,-0.02983,-0.7699,1.593,-0.8702,-0.2648,0.02379,TRHXFRG12903CD844A
1308,39.81,4.909,4.24,3.348,2.63,3.063,2.309,2.04,2.015,1.751,1.808,1.799,1.372,-108.7,-2.13,2.846,6.077,3.223,-0.598,-0.273,1.373,1.34,0.5005,-0.4759,-0.02968,-0.3009,TRJKZMX128F425C138
1309,36.43,6.794,5.277,4.077,3.685,3.347,2.767,2.133,2.075,2.04,1.76,1.609,1.535,-103.7,5.956,1.533,3.95,-0.3384,0.2118,-0.07478,1.874,-1.294,0.8863,0.1798,0.1176,-0.3817,TRYMTLV12903C9F8AD
1310,38.81,5.255,6.235,2.856,2.458,2.459,2.555,1.911,2.006,1.911,1.825,1.826,1.556,-127.3,18.33,-4.768,2.093,-1.402,-1.155,-2.819,0.3698,-1.284,0.8708,-1.135,1.42,-0.5533,TRPBPGQ128F1468A80
1311,38.82,5.794,4.181,3.19,2.151,1.991,2.03,1.645,1.596,1.8,1.52,1.321,1.378,-142.0,21.07,4.924,-1.496,0.5893,0.6058,-0.3365,-0.7742,-0.6065,0.4737,-0.1562,-0.5653,-0.2662,TROYZXI128F93284F6
1312,43.86,8.35,6.122,4.42,4.11,3.183,3.315,2.617,2.565,2.262,2.074,2.079,1.853,-139.7,9.499,-5.239,5.775,0.8969,1.021,-4.419,1.548,-1.368,2.226,-0.9836,-0.5033,-0.9395,TRARTPR128F146A5D7
1313,38.48,4.84,4.385,3.318,2.414,2.125,2.005,1.688,1.658,1.717,1.548,1.487,1.368,-117.6,8.244,-4.564,3.817,-0.7393,2.192,-0.729,1.553,-1.585,1.319,-1.507,0.674,-0.6187,TRBOVJS128F42213A3
1314,39.79,4.228,5.776,3.21,2.63,2.216,2.109,1.839,1.891,1.678,1.875,1.632,1.389,-128.2,9.431,2.332,3.0,-0.134,0.4592,0.009857,1.625,-0.2324,2.546,-1.648,1.305,-0.8046,TRIJPXP128F4293BFA
1315,37.62,7.908,6.038,4.349,3.683,2.692,3.031,2.444,2.373,2.448,2.209,1.954,1.887,-120.9,11.26,1.799,1.324,-2.738,0.2687,-0.1844,1.307,-0.4358,2.393,-0.8012,0.2502,-0.6551,TRZIWDM128F930B93B
1316,66.19,5.517,3.872,2.578,2.317,2.514,1.986,1.848,1.847,1.985,1.646,1.407,1.277,-154.6,15.98,3.459,4.809,2.274,0.3524,0.001428,0.8597,-0.006527,1.073,-1.194,0.4385,-0.4175,TRSXGLT128F4270DBF
1317,58.77,6.761,5.761,3.767,3.185,2.637,2.552,2.071,2.236,1.962,1.932,1.797,1.692,-106.7,7.391,1.678,0.8963,-0.4638,0.1574,-0.3247,0.3705,0.8349,0.1209,0.3544,0.3751,-0.2371,TRITJQN128F42A0E35
1318,35.6,6.93,3.759,2.733,2.337,2.102,1.839,2.013,1.683,1.904,1.759,1.544,1.509,-139.8,29.57,-1.575,5.383,0.2232,1.463,-2.834,-0.6917,-2.078,1.489,-0.7739,0.9041,-1.006,TRMENCR128F4265561
1319,27.51,3.971,3.691,2.573,2.271,2.451,1.948,2.25,2.152,1.941,2.222,2.366,2.127,-114.8,12.42,0.7401,-1.813,-2.001,1.634,0.289,-0.4397,0.8593,1.604,0.2831,0.04459,0.2513,TRVBYLS128F92E5248
1320,44.0,6.037,4.268,3.186,2.608,2.473,2.488,1.908,1.839,1.908,1.596,1.527,1.367,-118.9,12.56,1.82,3.649,-1.481,2.254,-1.731,1.614,-0.7045,1.419,-1.232,0.3517,-0.7617,TRKMXLD128F426AC91
1321,37.27,5.613,4.077,2.94,3.958,3.026,2.282,2.604,2.83,2.322,2.167,1.745,1.803,-135.9,20.73,2.601,1.497,-0.904,-1.088,-1.888,1.289,1.874,2.682,0.783,-0.3104,-0.3201,TRPEQUI128F9317910
1322,40.92,6.858,6.213,3.75,3.052,2.871,2.638,1.982,1.798,1.879,1.575,1.498,1.328,-119.7,12.75,-2.327,1.562,1.041,0.8824,-1.139,1.669,-0.2076,1.325,-0.4205,0.6174,-0.3321,TRHQXTE128F92EDFB3
1323,45.4,3.839,2.572,2.013,1.86,1.878,1.647,1.61,1.662,1.819,1.724,1.499,1.715,-170.4,19.5,-1.065,1.277,0.5463,1.65,-3.204,-1.003,-1.063,3.04,-1.708,1.503,-2.304,TRGXZMX128F423B937
1324,36.98,7.994,6.16,3.559,2.997,2.519,2.207,2.233,2.262,2.13,1.793,1.798,1.915,-121.4,12.47,4.052,7.125,-0.1087,1.146,-1.344,0.3026,-0.1019,1.958,0.05836,1.313,-0.56,TRFYWRT128E0792C6A
1325,51.86,6.414,5.377,4.619,3.703,2.457,2.565,2.229,1.941,2.0,1.896,1.566,1.395,-124.9,3.276,4.283,4.181,-0.1393,1.345,1.902,0.5651,0.3649,0.7782,-0.6183,-0.139,0.9358,TRXFYHZ128F93364B8
1326,51.72,8.847,6.318,3.633,2.873,2.251,2.102,1.922,1.554,1.505,1.514,1.465,1.348,-116.3,9.566,-3.318,5.255,-1.96,-0.3644,-2.048,1.188,0.3641,0.7244,0.2907,0.07435,-0.7178,TRIANSU128E0786E5E
1327,53.3,4.25,3.475,3.355,2.248,2.376,2.038,1.774,1.586,1.52,1.271,1.337,1.174,-102.6,-0.7497,2.82,4.908,1.089,4.731,1.571,2.208,-0.4709,1.205,-0.445,1.109,-0.3115,TREHPUC128EF365E96
1328,37.26,6.424,4.039,3.147,2.43,2.382,1.823,1.762,1.623,1.58,1.712,1.416,1.291,-107.7,8.498,2.417,4.815,0.9611,1.793,-0.1019,1.345,-0.5782,0.3914,-0.3933,0.3596,-0.5536,TRRFTLU128F9309B8E
1329,43.91,5.13,4.094,2.932,2.361,2.412,2.166,1.905,1.608,1.777,1.691,1.607,1.53,-103.9,18.04,-2.082,3.189,-0.04471,0.4789,-0.9224,0.8031,-1.326,0.9965,-1.963,0.6062,-0.511,TRKLBKF128F428F23C
1330,40.33,8.046,5.503,4.371,3.267,2.356,2.134,1.813,2.002,1.867,1.481,1.424,1.387,-107.7,13.59,2.322,4.7,1.07,-0.2156,-1.409,0.9282,-0.7184,0.5181,-0.02746,0.7069,-0.7459,TRHCTTE12903CEC6D2
1331,30.13,4.995,4.268,2.711,2.269,2.085,2.732,2.183,2.163,2.182,1.719,1.817,1.659,-126.2,25.4,0.06789,-4.062,-1.628,1.936,-0.4924,0.5877,-0.2989,1.653,-0.2644,0.4788,-0.2165,TREGVAI128F934791A
1332,40.17,6.487,5.361,3.022,2.737,3.09,2.288,2.02,2.005,2.136,1.739,1.847,1.452,-104.8,11.42,1.165,2.175,2.305,0.5575,-0.08195,0.609,0.4392,0.09867,0.04438,0.4956,0.08034,TRFSOAL128F931B19F
1333,43.18,6.892,3.576,2.814,2.212,1.896,1.849,1.85,1.718,1.966,1.802,1.766,1.501,-141.5,21.17,1.675,4.456,-1.689,2.046,-0.4614,1.038,-1.531,-0.6455,-1.052,-0.825,-1.292,TRFTTHY12903CAF11A
1334,80.83,4.828,4.279,3.245,2.515,2.672,2.229,1.992,2.077,2.163,1.978,1.795,1.523,-102.1,13.12,2.074,1.524,1.392,0.8237,0.08633,0.8673,-1.104,3.432,-1.024,0.4989,-1.459,TRSBNQD128F14A23AA
1335,40.39,4.171,4.483,3.416,2.908,2.379,2.17,1.699,1.802,1.938,1.761,1.377,1.277,-90.0,5.849,-0.2926,4.394,1.073,-0.3656,-0.8882,1.388,0.9767,0.5565,-0.4933,0.004549,-0.761,TRUPQCF12903CA0AD8
1336,38.11,5.144,3.838,3.373,2.571,3.112,2.056,1.962,1.909,1.695,1.695,1.596,1.343,-99.02,10.39,3.282,1.834,-0.04357,-0.3933,-1.489,1.079,-0.6562,1.437,-1.107,0.09785,0.09028,TRMYKMJ12903CA7826
1337,38.28,4.67,3.717,2.943,2.542,2.593,2.227,1.846,1.84,1.78,1.694,1.501,1.399,-107.5,11.62,-0.4969,2.901,-1.615,0.9773,-0.9152,0.8596,-0.5962,1.304,-0.4955,-0.2902,-0.2064,TRDAFLR128F93546FE
1338,49.16,4.084,3.488,2.419,2.359,2.343,2.105,1.741,2.041,1.809,1.663,1.642,1.327,-107.8,9.98,1.263,3.154,1.861,0.7313,1.668,-0.1626,0.5345,0.8899,-0.2711,-0.2416,-1.337,TRVAJBF12903CA60FB
1339,38.13,5.89,4.976,4.358,4.081,2.991,2.977,2.571,1.864,2.053,1.773,1.671,1.388,-143.6,19.27,-4.561,4.965,-0.05816,-1.53,-2.229,0.253,-1.017,-0.2981,-0.6902,-0.09271,-0.9426,TROIMFC128F1490D2D
1340,49.93,6.522,6.082,3.897,3.426,3.164,3.181,2.442,2.911,2.633,1.991,2.247,1.725,-129.8,23.04,-1.567,0.9754,-2.621,-1.465,-0.1169,0.1969,-3.828,1.96,-1.171,-1.141,0.3742,TRSFCHR128F932BE3D
1341,34.09,5.634,3.951,3.741,2.831,3.551,2.098,2.21,1.848,1.928,1.714,1.627,1.74,-110.3,13.17,2.065,2.142,0.6789,-1.131,1.586,-0.4194,-0.8488,0.5705,-1.549,0.5746,-0.8084,TRNNUDE128F42318D8
1342,36.85,5.58,5.085,3.627,2.429,2.096,1.997,1.808,1.665,1.493,1.542,1.425,1.219,-98.23,11.42,-6.503,10.46,-4.495,-0.6129,-2.048,1.916,-1.014,1.587,-0.7273,1.527,-1.943,TRNBZMA128F42198E5
1343,44.59,7.177,3.583,2.763,2.362,2.318,1.867,1.92,1.737,2.101,1.627,1.588,1.524,-133.1,24.08,-0.7134,5.41,-0.1613,2.223,-0.9014,0.497,-1.297,0.2449,-1.196,0.3221,-0.297,TRDAJAZ12903CE77ED
1344,37.47,3.587,3.136,2.605,2.396,2.719,1.991,1.985,1.652,1.509,2.04,1.524,1.602,-108.2,12.34,-5.976,5.035,-4.085,0.4681,-1.393,1.067,-1.33,0.6797,-2.68,1.19,-0.2875,TRASSTP128F428DFE2
1345,78.25,5.263,5.066,3.014,2.779,2.799,2.371,1.899,1.858,1.856,1.786,1.597,1.372,-136.8,12.43,10.92,4.963,0.7152,3.25,0.9482,0.9701,-0.7394,1.399,-0.2502,0.6929,-0.03787,TRVVXYT128F14A0CF7
1346,42.63,3.545,3.317,3.519,2.282,2.562,1.896,1.807,1.567,1.55,1.427,1.324,1.354,-93.69,12.84,-6.662,7.094,0.4175,1.606,-0.7252,3.111,1.051,1.328,-1.1,1.135,-0.3079,TRGKDZO12903D0229B
1347,43.15,5.697,3.984,4.146,3.154,2.857,2.735,2.044,2.011,1.953,1.955,1.847,1.605,-109.5,8.446,1.433,5.493,0.07139,1.921,-0.8353,2.626,-0.2944,1.107,-0.7985,0.9256,-0.1291,TRVQJAG128F4272985
1348,39.82,4.739,4.459,2.739,2.43,2.517,2.091,1.783,1.721,1.592,1.508,1.459,1.27,-96.01,5.932,-4.678,4.125,0.2082,0.08958,0.2686,-0.1856,0.4149,0.3507,-0.8426,-0.1608,-0.01486,TRDMXFZ128F4266017
1349,54.59,5.895,4.154,3.3,2.919,2.462,2.218,1.729,2.027,2.242,1.89,1.568,1.658,-97.13,7.276,0.3268,2.799,0.1574,-1.151,-1.428,0.4396,-1.079,0.9858,0.3156,-0.3462,0.249,TRLLFED128F930B443
1350,44.15,6.538,4.453,3.23,2.477,1.945,2.147,1.759,1.849,1.725,1.59,1.431,1.358,-121.0,11.23,4.914,4.984,0.5321,0.8693,-1.439,0.5798,-0.01791,-0.1605,-1.156,0.1223,-0.2876,TREZAVZ12903CD733A
1351,51.66,4.606,3.27,3.525,2.512,3.685,3.101,2.403,2.336,2.544,2.335,2.185,1.867,-137.7,19.72,-7.279,2.994,-3.264,2.85,-0.1956,0.565,-3.448,0.1411,0.07938,1.384,0.8855,TRMKSIB128F42578BA
1352,38.72,3.063,2.596,2.51,1.855,1.963,1.603,1.664,1.582,1.462,1.409,1.281,1.245,-89.14,1.293,-2.135,10.74,-2.62,-0.5116,0.01382,2.167,0.05058,0.676,-0.739,0.2721,-0.9113,TRKXNDI128F42ABB92
1353,28.99,3.559,4.474,2.679,3.778,2.071,1.864,2.0,1.758,1.898,1.869,1.566,1.576,-181.1,39.83,-7.017,-0.9284,-1.022,-1.788,-3.134,1.472,-1.261,-0.07596,-1.655,-0.7698,-0.7213,TRSMZXF128F1454C06
1354,41.12,7.566,5.386,3.024,2.975,2.725,2.691,2.659,2.841,2.851,2.757,2.746,2.557,-148.1,24.51,1.057,4.41,1.654,2.012,-0.148,0.3643,-1.232,-0.1402,-0.1268,0.07784,-1.322,TRNRYGK128F93026A1
1355,38.64,4.288,4.933,3.295,3.153,3.222,2.557,2.514,2.891,3.011,3.637,3.473,3.164,-152.4,25.55,-11.38,-2.308,-3.842,0.3404,-1.621,-0.3657,-1.494,2.067,-0.08914,-0.336,-1.028,TRYQXKS12903CDD72E
1356,43.85,4.677,3.358,3.361,2.733,2.279,2.084,1.911,1.825,1.639,1.484,1.547,1.459,-82.28,6.989,-2.719,9.064,-4.137,1.204,-2.247,1.69,-1.821,1.285,-1.268,0.7059,-0.4105,TRRVJMK128F422C06E
1357,42.45,3.914,2.907,2.664,2.099,1.923,1.894,1.899,1.865,1.893,1.627,1.577,1.386,-101.1,8.255,6.007,4.499,-1.599,-0.3456,-1.434,0.2899,-0.3548,-0.689,-1.784,0.1315,-0.7977,TRDJDBN12903CE7EDC
1358,43.0,2.802,2.73,2.708,2.139,1.906,1.855,1.583,1.552,1.619,1.439,1.269,1.143,-97.44,0.9899,0.9683,9.784,1.761,2.326,-2.209,2.709,-0.1782,1.962,-1.51,0.735,-0.3784,TRGPKKU128F424BCFF
1359,32.71,5.405,3.829,3.383,2.931,3.434,2.63,2.145,2.139,1.967,1.78,1.659,1.341,-104.8,9.082,2.309,4.651,-0.06219,1.47,1.729,2.025,0.2401,2.022,-0.6333,0.5992,-0.253,TRTFZBW128F424A224
1360,53.0,7.16,5.386,4.017,3.123,3.171,2.807,2.215,2.047,2.536,1.79,1.747,1.666,-108.2,4.136,2.209,6.57,2.682,1.19,-0.2025,2.168,-0.001813,1.199,0.054,0.8022,1.123,TRKXCIY128F9304EA7
1361,38.32,3.049,2.876,2.263,2.022,1.934,2.048,1.933,1.879,1.825,1.828,1.66,1.624,-130.8,19.19,-1.097,-0.8076,-1.647,-1.34,-1.754,-0.55,-1.178,-0.09452,-0.2858,0.1152,-0.7435,TROXIAU128F932E78B
1362,97.85,5.232,3.449,2.886,2.956,2.75,2.733,2.061,1.978,1.872,1.662,1.705,1.485,-105.8,3.146,4.544,3.176,0.9804,1.481,-0.7818,1.359,-0.1868,1.251,0.273,0.5358,-0.2155,TRMVCPX128F4288952
1363,38.24,5.565,4.399,3.576,2.621,2.414,2.104,1.875,2.0,1.709,2.016,1.789,1.469,-116.4,17.14,0.5105,2.763,1.372,1.562,-0.5906,1.212,-1.207,0.5747,-0.5825,-0.02251,-0.3726,TREQXVS128F92F27C0
1364,49.15,5.582,3.984,4.777,4.007,2.463,3.186,2.362,2.058,2.121,1.903,1.559,1.59,-114.4,17.59,-5.186,2.381,-2.234,3.654,-0.726,1.055,-0.4823,1.795,-1.567,0.3531,0.6715,TRVOPAW128F92C978A
1365,75.06,9.639,6.282,3.765,3.011,2.379,2.101,1.915,1.715,1.742,1.724,1.479,1.373,-114.1,18.51,-2.462,6.843,-0.7632,2.315,-0.592,1.44,-0.6655,1.312,-1.288,0.3374,-0.299,TRIYCRT128F426D027
1366,53.53,7.583,6.085,3.525,2.741,3.116,2.924,2.145,2.319,2.066,2.142,1.626,1.539,-114.2,9.145,2.352,2.021,-1.507,-2.151,-0.7798,0.1471,-1.138,0.1355,-1.572,0.2551,-1.184,TRNEJLX128F4289D60
1367,32.6,5.17,5.918,4.668,2.933,2.658,2.575,2.303,2.178,2.319,2.021,1.761,2.261,-127.0,18.59,-2.937,3.681,-2.413,-0.1978,-1.733,-0.07966,-1.651,1.087,-1.372,1.711,-2.356,TROUNIP128F146FD35
1368,31.87,4.483,3.401,2.681,2.242,1.959,2.017,1.74,1.596,1.601,1.455,1.368,1.264,-94.23,9.78,-4.467,4.022,-0.01487,2.143,-2.019,2.93,-0.8671,1.809,-0.8148,0.8658,-1.206,TRWTSCU128F149D9A8
1369,52.64,5.686,6.075,3.579,2.603,2.895,2.364,1.924,2.003,1.622,1.646,1.504,1.646,-113.3,10.75,3.254,2.96,-0.4459,1.121,0.1593,-0.09852,0.4738,-0.3764,-0.01998,-0.8848,0.4496,TRKECHT128F93069D2
1370,31.67,5.259,3.218,3.103,2.358,1.978,1.997,1.814,1.669,1.563,1.467,1.397,1.235,-89.37,8.867,-2.367,7.562,-0.5589,1.417,-1.523,2.442,-0.09702,1.853,-0.9433,0.9064,-1.495,TRZWOJD128F428B3A2
1371,34.93,6.063,4.577,3.319,2.735,2.91,2.569,1.995,1.753,1.726,1.608,1.623,1.309,-105.6,14.03,-0.9655,6.641,-0.07971,1.21,-2.29,1.409,-0.657,0.4008,-0.6065,0.7805,-1.318,TRUKJMR128F42346C2
1372,42.76,6.879,5.411,4.296,3.134,2.938,3.043,2.131,2.079,2.029,1.894,1.829,1.611,-148.4,16.18,4.506,7.852,2.443,1.384,-0.4318,1.153,-2.015,0.03253,0.168,0.4126,-0.1228,TRKTMZZ128F92FE25F
1373,48.32,10.51,6.546,5.938,4.081,3.681,3.062,2.817,2.85,2.462,2.21,1.959,1.883,-159.7,13.22,4.088,6.965,2.788,2.67,-0.8634,1.483,-1.651,1.768,-1.043,1.3,-0.9459,TREMGOR128F14934B9
1374,50.5,4.66,3.041,2.749,2.14,2.678,2.253,1.816,1.58,1.713,1.542,1.55,1.355,-113.1,13.72,2.048,1.221,1.971,-1.263,0.5405,0.0206,0.1777,-0.08737,-0.7815,-0.1305,-0.4249,TRFORFZ128F9311116
1375,44.43,5.491,4.134,2.768,2.823,2.394,2.185,2.214,2.276,1.785,1.538,1.456,1.372,-102.5,6.5,-1.569,3.22,0.02873,1.587,0.2832,2.798,1.499,1.489,-0.8462,-0.4321,-1.146,TROOHGL128F93036DC
1376,35.96,5.204,4.365,3.63,2.754,2.149,2.382,1.856,1.649,1.823,1.668,1.438,1.389,-128.9,9.36,-1.971,3.83,0.7732,1.009,-1.849,2.121,-0.4775,0.2793,-0.8189,0.003564,-0.7767,TROYCSR12903CECBAC
1377,33.35,5.912,4.497,3.493,2.727,3.072,2.477,1.965,2.091,1.941,1.751,1.764,1.453,-107.8,10.86,-0.3707,5.602,0.2646,0.9659,-2.047,0.6771,-1.206,1.586,-0.9799,0.5424,-0.5406,TRIOFGR128F1459D7C
1378,39.61,6.525,3.771,3.562,3.201,2.617,2.183,1.895,1.892,1.761,2.102,1.606,1.657,-120.4,16.34,2.179,5.302,-0.1122,1.961,-1.886,-0.8338,-1.871,1.094,-0.2329,0.04167,-0.681,TRYLYRS128F92F6E04
1379,42.49,4.075,3.03,3.772,2.431,2.333,2.237,2.168,2.261,1.675,1.992,1.727,1.318,-123.9,14.78,-0.5621,3.96,-0.7334,4.368,1.216,1.785,-0.3121,0.9688,-0.3057,1.159,-0.8108,TRJZGVI128F423001A
1380,39.07,6.209,3.755,2.688,2.286,2.109,2.206,1.615,1.871,1.766,1.538,1.466,1.3,-105.9,12.36,0.06517,5.908,-0.3592,-0.3548,-1.402,0.5846,-0.298,0.7692,-0.1439,0.2075,-0.4697,TROKJQJ128F92FDD51
1381,35.76,5.24,5.619,3.223,2.417,2.967,1.949,1.723,1.642,1.556,1.506,1.456,1.262,-111.0,9.042,4.949,3.976,0.6906,0.838,-1.529,1.265,-1.243,1.78,-0.6119,0.3055,-0.5726,TRBJNII128F92EEF97
1382,44.85,8.509,5.474,4.258,3.799,2.776,2.912,2.202,2.04,1.905,1.804,1.584,1.578,-103.7,11.57,0.3812,2.653,-0.6934,3.046,-0.9558,1.763,-0.541,1.618,-0.9062,0.8214,-0.6903,TRJBUMF128F4230ED8
1383,56.73,9.869,7.052,4.063,2.746,3.166,2.586,1.95,2.175,1.824,1.647,1.593,1.412,-119.8,11.51,-0.9716,4.215,0.1055,3.949,-0.7105,2.799,-1.125,1.945,-0.5946,1.173,-1.425,TRPANMJ128F425BFB7
1384,43.7,4.738,4.215,2.911,2.448,2.183,1.956,1.722,1.65,1.764,1.594,1.533,1.391,-98.3,13.94,-2.781,4.512,0.2678,1.117,-1.389,1.851,-0.718,1.893,-1.133,0.3797,-0.2442,TRQBCSH128F4237FA6
1385,44.87,8.012,4.954,3.698,3.077,2.545,2.14,1.891,1.916,1.971,1.758,1.633,1.597,-114.9,9.858,1.527,8.384,-2.143,0.6669,-2.85,1.584,0.6485,3.124,0.1679,0.1963,-1.298,TRPPBMH128EF35C768
1386,58.23,4.482,4.652,2.78,2.556,2.126,1.874,1.899,1.724,1.574,1.447,1.471,1.304,-99.95,11.05,-5.516,2.754,-0.1016,0.08457,0.01796,0.781,-0.0691,0.5698,-0.2413,0.7759,0.2477,TRFRHAN128E0786766
1387,53.29,7.306,3.39,3.074,2.531,2.61,1.901,1.911,1.812,1.92,1.735,1.521,1.541,-143.3,20.63,6.185,3.948,1.705,-0.2656,-1.354,0.9988,-0.9025,-0.912,-0.1834,-0.2759,-1.097,TRVQKYV128F92F1FF2
